年度/Year,月份/Month,發電站名稱/Station Name,裝置容量(瓩)/Installed Capacity(kW),發電量(度)/Power Generation(kW-h),平均單位裝置容量每日發電量/Average of Each Unit Power Generatioon Per Day
2022,4,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,7780,3.67
2022,4,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,38696,3.5
2022,4,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,64877,4.1
2022,4,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,16249,3.34
2022,4,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,24634,3.6
2022,4,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,25046,4.22
2022,4,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,34037,4.4
2022,4,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,255647,4.74
2022,4,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,52065,4.57
2022,4,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,61011,4.08
2022,4,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,78092,3.67
2022,4,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,73642,2.7
2022,4,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,14482348,4.83
2022,4,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,113193,3.77
2022,4,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,6705,4.69
2022,4,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,31609,4.88
2022,4,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,8354,3.74
2022,4,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,2954,3.42
2022,4,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,3913,4.03
2022,4,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,92732,4.36
2022,4,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,22228831,4.94
2022,4,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,164061,4.99
2022,4,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,31477,4.27
2022,4,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,46139,4.7
2022,4,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,261172,4.35
2022,4,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,82262,3.72
2022,4,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,117375,3.35
2022,4,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,88817,3.44
2022,4,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,31324,3.4
2022,4,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,30222,3.28
2022,4,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,36501,3.3
2022,4,澎湖尖山小再光電站/Penghu jianshan Small Scale Renewable Energy Photovoltaics Station,745.2,97890,4.38
2022,5,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,43902,2.17400993
2022,5,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,2502,2.005209377
2022,5,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,7424,2.608756764
2022,5,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,7516,2.093709956
2022,5,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,2563,1.973208099
2022,5,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,175239,2.662630458
2022,5,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,575906,2.864289972
2022,5,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,8073,2.857825568
2022,5,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,1507,0.810215054
2022,5,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,365437,2.542333144
2022,5,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,154989,3.071695488
2022,5,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,4536,2.437490932
2022,5,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,116848,2.58482165
2022,5,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,5972,2.72829856
2022,5,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,27134,2.371120882
2022,5,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,43088,2.632453568
2022,5,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,13327,2.653723616
2022,5,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,19453,2.752263724
2022,5,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,19100,3.111762789
2022,5,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,27508,3.43935984
2022,5,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,164647,2.951482939
2022,5,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,41240,3.501217446
2022,5,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,49176,3.185642583
2022,5,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,61616,2.799297086
2022,5,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,78727,2.797881021
2022,5,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,10460247,3.374303595
2022,5,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,85325,2.753520763
2022,5,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,4649,3.143977818
2022,5,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,22924,3.42353644
2022,5,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,5195,2.252428026
2022,5,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,2358,2.641129032
2022,5,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,3120,3.106332139
2022,5,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,73899,3.3616385
2022,5,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,17018637,3.659944383
2022,5,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,120886,3.559476046
2022,5,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,23556,3.094945291
2022,5,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,23939,2.3589498
2022,5,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,207666,3.350155145
2022,5,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,64477,2.821049297
2022,5,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,88824,2.454504457
2022,5,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,69026,2.588640673
2022,5,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,24299,2.5515583
2022,5,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,24742,2.598076277
2022,5,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,28876,2.526811716
2022,5,澎湖尖山小再光電站/Penghu jianshan Small Scale Renewable Energy Photovoltaics Station,745.2,77471,3.353548733
2022,6,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,62168,3.181152968
2022,6,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,3613,2.992132505
2022,6,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,9093,3.301742919
2022,6,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,8771,2.524755325
2022,6,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,2671,2.124900557
2022,6,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,217851,3.420425428
2022,6,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,694534,3.56943378
2022,6,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,9169,3.354000914
2022,6,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,1475,0.819444444
2022,6,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,425471,3.058653957
2022,6,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,185954,3.80823068
2022,6,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,5589,3.103448276
2022,6,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,123758,2.828935338
2022,6,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,7739,3.653401312
2022,6,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,35852,3.236902652
2022,6,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,38657,2.440467172
2022,6,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,18301,3.76563786
2022,6,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,27565,4.02997076
2022,6,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,21976,3.6996633
2022,6,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,31755,4.102713178
2022,6,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,234961,4.352338613
2022,6,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,51996,4.561532793
2022,6,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,61938,4.146116154
2022,6,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,85994,4.037049556
2022,6,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,109572,4.02388507
2022,6,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,13408099,4.469406558
2022,6,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,114187,3.807756436
2022,6,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,4948,3.457721873
2022,6,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,24529,3.785339506
2022,6,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,4292,1.922939068
2022,6,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,3366,3.895833333
2022,6,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,4650,4.783950617
2022,6,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,94370,4.435952035
2022,6,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,20967063,4.659375911
2022,6,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,154223,4.692449994
2022,6,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,29702,4.032529597
2022,6,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,46998,4.785557185
2022,6,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,253792,4.230755125
2022,6,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,88221,3.988579644
2022,6,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,132533,3.784408123
2022,6,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,95512,3.701326885
2022,6,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,33483,3.633138021
2022,6,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,34480,3.741319444
2022,6,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,40021,3.61879702
2022,6,澎湖尖山小再光電站/Penghu jianshan Small Scale Renewable Energy Photovoltaics Station,745.2,98729,4.416219359
2022,7,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,83083,4.11
2022,7,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,4764,3.82
2022,7,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,10897,3.83
2022,7,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,10637,2.96
2022,7,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3354,2.58
2022,7,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,270729,4.11
2022,7,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,856793,4.26
2022,7,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,11142,3.94
2022,7,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,2128,1.14
2022,7,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,442748,3.08
2022,7,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,202511,4.01
2022,7,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,5483,2.95
2022,7,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,168291,3.72
2022,7,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,9130,4.17
2022,7,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,43671,3.83
2022,7,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,49825,3.04
2022,7,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,23475,4.67
2022,7,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,35613,5.04
2022,7,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,27036,4.4
2022,7,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,36538,4.57
2022,7,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,252241,4.52
2022,7,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,52830,4.49
2022,7,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,63454,4.11
2022,7,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,117116,5.32
2022,7,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,148078,5.26
2022,7,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,16369438,5.28
2022,7,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,131521,4.24
2022,7,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,7799,5.27
2022,7,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,36182,5.4
2022,7,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,11891,5.16
2022,7,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,3438,3.85
2022,7,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,4799,4.78
2022,7,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,94230,4.29
2022,7,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,23133156,4.97
2022,7,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,179335,5.28
2022,7,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,35414,4.65
2022,7,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,47035,4.63
2022,7,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,267265,4.31
2022,7,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,112121,4.91
2022,7,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,170422,4.71
2022,7,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,125521,4.71
2022,7,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,42943,4.51
2022,7,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,46950,4.93
2022,7,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,50200,4.39
2022,7,澎湖尖山小再光電站/Penghu jianshan Small Scale Renewable Energy Photovoltaics Station,745.2,113485,4.91
2022,8,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,80356,3.979197802
2022,8,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,4256,3.410939691
2022,8,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,10890,3.826691967
2022,8,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,8161,2.273385704
2022,8,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3036,2.337362384
2022,8,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,216603,3.291126662
2022,8,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,766214,3.810793909
2022,8,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,11213,3.969379176
2022,8,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,3062,1.646236559
2022,8,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,441919,3.074415893
2022,8,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,212254,4.206618884
2022,8,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,5152,2.768508219
2022,8,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,148521,3.285467413
2022,8,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,8811,4.025291127
2022,8,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,42976,3.765571715
2022,8,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,41992,2.565493646
2022,8,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,18535,3.690760653
2022,8,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,30160,4.267119411
2022,8,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,26576,4.329749104
2022,8,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,35301,4.413728432
2022,8,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,235127,4.21491633
2022,8,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,49223,4.178962811
2022,8,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,59889,3.879635364
2022,8,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,106567,4.841480989
2022,8,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,135233,4.806049311
2022,8,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,15952467,5.146003411
2022,8,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,110133,3.554099059
2022,8,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,7872,5.32359505
2022,8,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,36400,5.436081243
2022,8,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,11658,5.054630593
2022,8,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,3117,3.491263441
2022,8,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,4965,4.943249701
2022,8,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,89611,4.076371638
2022,8,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,21829721,4.694592449
2022,8,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,174678,5.143376046
2022,8,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,34781,4.569761086
2022,8,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,44366,4.371827011
2022,8,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,264551,4.267847861
2022,8,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,94277,4.124882742
2022,8,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,141886,3.920785141
2022,8,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,108290,4.061134913
2022,8,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,39870,4.186617944
2022,8,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,44060,4.626596102
2022,8,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,40219,3.519387741
2022,8,澎湖尖山小再光電站/Penghu jianshan Small Scale Renewable Energy Photovoltaics Station,745.2,106756,4.621231797
2022,9,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,63136,3.230685784
2022,9,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,3696,3.060869565
2022,9,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,9421,3.420842411
2022,9,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,9388,2.702360391
2022,9,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3438,2.735083532
2022,9,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,236441,3.712302484
2022,9,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,717879,3.68941125
2022,9,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,11029,4.034385002
2022,9,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,4594,2.552222222
2022,9,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,404461,2.907615885
2022,9,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,175152,3.58701195
2022,9,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,4743,2.633683158
2022,9,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,126491,2.891407907
2022,9,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,8802,4.155218808
2022,9,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,41585,3.769232865
2022,9,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,50282,3.174368687
2022,9,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,17924,3.688065844
2022,9,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,26088,3.814035088
2022,9,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,24961,4.202188552
2022,9,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,33006,4.264341085
2022,9,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,229614,4.253292581
2022,9,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,45259,3.970505667
2022,9,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,55729,3.730487054
2022,9,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,84326,3.958744108
2022,9,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,107738,3.956533874
2022,9,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,14248557,4.749561746
2022,9,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,94093,3.137688409
2022,9,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,6461,4.515024458
2022,9,金門塔山光電站/Kinmen Tashan Photovoltaics Station,216,29892,4.612962963
2022,9,馬祖珠山光電站/Mazu Zhushan Photovoltaics Station,74.4,9493,4.253136201
2022,9,蘭嶼電廠光電站/Lanyu Power Plant Photovoltaics Station,28.8,2896,3.351851852
2022,9,蘭嶼貯存場光電站/Lanyu Storage Unit Photovoltaics Station,32.4,4062,4.179012346
2022,9,高雄保寧光電站/Kaohsiung Baoning Photovoltaics Station,709.13,81847,3.847296452
2022,9,台南鹽田光電站/Tainan salt field Photovoltaics Station,149999.08,20167607,4.481717932
2022,9,台中電廠建物光電站/Taichung Power Plant Building Photovoltaics Station,1095.54,152776,4.648423
2022,9,台中電廠GIS廠房光電站/Taichung Power Plant GIS Photovoltaics Station,245.52,30785,4.179564462
2022,9,高雄E/S停車棚光電站/Kaohsiung E/S Parking Shed Photovoltaics Station,327.36,38474,3.917603454
2022,9,鳳山水庫光電站/Fengshan Reservoir Photovoltaics Station,1999.58,233409,3.890967103
2022,9,東興淨水場光電站/Dongxing Water Treatment Plant Photovoltaics Station,737.28,88682,4.00942202
2022,9,平鎮淨水場光電站/Pingzhen Water Treatment Plant Photovoltaics Station,1167.36,125709,3.589552495
2022,9,大湳淨水場光電站/Danan Water Treatment Plant Photovoltaics Station,860.16,93859,3.637269035
2022,9,龜山第三加壓站光電站/Guishan No.3 Pumping Station Photovoltaics Station,307.2,31580,3.426649306
2022,9,"淡水3.5萬噸配水池光電站/Danshui Distribution Reservoir(35,000 tons) Photovoltaic Station",307.2,33132,3.595052083
2022,9,龍潭淨水場光電站/Longtan Water Treatment Plant Photovoltaics Station,368.64,39054,3.531358507
2022,9,澎湖尖山小再光電站/Penghu jianshan Small Scale Renewable Energy Photovoltaics Station,745.2,101189,4.526256933
2022,10,大潭電廠光電站/Datang Power Plant Photovoltaics Station,651.42,45281,2.242297472
2022,10,中大D/S光電站/Zhongda D/S Photovoltaics Station,40.25,2959,2.371468644
2022,10,中部儲運中心光電站/Central Storage and Transportation Center Photovoltaics Station,91.8,7934,2.787968234
2022,10,東勢新伯公光電站/Dongshi Xinbogong Photovoltaics Station,115.8,8031,2.237171987
2022,10,卓蘭會館光電站/Zhuolan Hostel Photovoltaics Station,41.9,3365,2.59065363
2022,10,台中電廠光電站/Taichung Power Plant Photovoltaics Station,2123.04,205022,3.115161704
2022,10,台中龍井光電站/Taichung Longjing Photovoltaics Station,6485.94,613262,3.050081432
2022,10,后里E/S光電站/Houli E/S Photovoltaics Station,91.125,10050,3.557679543
2022,10,嘉義民雄光電站/Jiayi Minxiong Photovoltaics Station,60,4088,2.197849462
2022,10,永安鹽灘地光電站/Yongan Salt Flats Photovoltaics Station,4636.8,405568,2.821523186
2022,10,興達電廠光電站/Xingda Power Plant Photovoltaics Station,1627.65,175262,3.473481954
2022,10,路北E/S光電站/Lubei E/S Photovoltaics Station,60.03,4914,2.640615176
2022,10,核三廠光電站/3rd Nuclear Power Plants Photovoltaics Station,1458.24,141639,3.133229098
2022,10,澎湖尖山光電站/Penghu jianshan Photovoltaics Station,70.61,6538,2.986874746
2022,10,澎湖七美光電站/Penghu Qimei Photovoltaics Station,354.28,26960,2.36450178
2022,10,金門金沙光電站/Kinmen Jinsha Photovoltaics Station,528,50498,3.085166178
2022,10,龍潭E/S光電站/Longtan E/S Photovoltaics Station,162,18782,3.739944245
2022,10,竹工E/S光電站/Zhugong E/S Photovoltaics Station,228,22974,3.250424448
2022,10,中科E/S光電站/Zhongke E/S Photovoltaics Station,198,21570,3.514173998
2022,10,彰林E/S光電站/Changlin E/S Photovoltaics Station,258,29383,3.673793448
2022,10,台南七股光電站/Tainan Qigu Photovoltaics Station,1799.5,227173,4.07233192
2022,10,高雄E/S光電站/Kaohsiung E/S Photovoltaics Station,379.96,40996,3.480502192
2022,10,燕巢倉庫光電站/Yanchao Warehouse Photovoltaics Station,497.96,50059,3.242843706
2022,10,大潭電廠GIS廠房光電站/Datang Power Plant GIS Photovoltaics Station,710.04,64748,2.941588025
2022,10,北部儲運中心光電站/Northern Storage and Transportation Center Photovoltaics Station,907.68,79758,2.834521758
2022,10,彰化彰濱光電站/Changhua Changbin Photovoltaics Station,99999.1,10399216,3.354615998
2022,10,南投大彎光電站/Nantou Dawan Photovoltaics Station,999.6,80299,2.591326853
2022,10,金門鵲山光電站/Kinmen Queshan Photovoltaics Station,47.7,4819,3.258943667
